lokasi,harga,kamar_tidur,bangunan,lahan,alamat,kamar_mandi,sistem_alarm,gym,internet_broadband_wifi,tv_kabel,pemanas_ruangan,pendingin_ruangan,air_panas,telepon,televisi,kitchen_set,garasi,secure_parking,kolam_renang,lapangan_tenis,balkon,dek,halaman_terbuka,area_hiburan_outdoor,pagar_penuh,taman,keamanan_24_jam,taman_bermain_anak,malioboro,masjid_jogokariyan,malioboro_mall,universitas_ahmad_dahlan,terminal_giwangan,universitas_gadjah_mada,universitas_sarjanawiyata_tamansiswa,universitas_pembangunan_nasional_veteran_yogyakarta,lippo_plaza_jogja,masjid_gedhe_kauman,universitas_islam_indonesia,sleman_city_hall,institut_seni_indonesia_yogyakarta,sekolah_tinggi_teknologi_adisutjipto,universitas_jenderal_achmad_yani,universitas_tidar,jogja_city_mall,ambarrukmo_plaza,universitas_muhammadiyah_yogyakarta,monumen_jogja_kembali,stasiun_yogyakarta,universitas_teknologi_yogyakarta,universitas_negeri_yogyakarta,sman_1_teladan_yogyakarta,rs_panti_nugroho,galeria_mall,rumah_sakit_jogja_international_hospital,universitas_kristen_duta_wacana,stasiun_tugu,institut_sains_dan_teknologi_akprind,tugu_yogyakarta,universitas_aisyiyah,universitas_atmajaya_yogyakarta,rs_sardjito_yogyakarta,sman_6_yogyakarta,stmik_amikom_yogyakarta,universitas_islam_negeri_sunan_kalijaga,gereja_saint_francis_xaverius_yogyakarta,sahid_j_walk,rumah_sakit_panti_rapih,universitas_sanata_dharma_yogyakarta,sman_3_yogyakarta,jenis_rumah,kategori,latitude,longitude
Kotagede,690000000,2,40,111,"Jalan Gedong Kuning, Yogyakarta, Indonesia, Kotagede, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Umbulharjo,1800000000,3,74,65,"Jalan Kenari, Yogyakarta, Indonesia, Umbulharjo, Yogyakarta",2,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Mergangsan,2300000000,1,220,393,"59RH+Q3 Wirogunan, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Mergangsan, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8147344,110.372558
Tegalrejo,2500000000,3,140,280,"Sidomulyo, Bener, Tegalrejo, Yogyakarta",3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.78045495,110.355073
Kotagede,690000000,2,150,111,"Rejowinangun Kel., Kotagede, Yogyakarta, Indonesia, Kotagede, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Umbulharjo,2100000000,4,195,133,"Jalan Pramuka, Yogyakarta, Indonesia, Umbulharjo, Yogyakarta",3,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Umbulharjo,6500000000,11,550,500,"Pandeyan Kel., Umbulharjo, Yogyakarta, Indonesia, Umbulharjo, Yogyakarta",11,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,kost,non premium,-7.8143777,110.3873737
Umbulharjo,1450000000,5,166,127,"Umbulharjo, Yogyakarta, Indonesia, Umbulharjo, Yogyakarta",3,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,perumahan biasa,non premium,-7.8143777,110.3873737
Tegalrejo,1500000000,3,160,90,"Tegalrejo, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.78045495,110.355073
Kotagede,798000000,3,50,111,"Jalan Gedong Kuning, Yogyakarta, Indonesia, Kotagede, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Umbulharjo,6500000000,11,550,500,"Umbulharjo, Yogyakarta",11,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,kost,non premium,-7.8143777,110.3873737
Kotagede,798000000,2,50,111,"Jalan Gedong Kuning, Bantul 55798, Indonesia, Kotagede, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Kotagede,798000000,3,50,90,"Jalan Gedong Kuning, Yogyakarta, Indonesia, Kotagede, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Mantrijeron,1050000000,4,165,107,"Mantrijeron, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81806785,110.3597226
Umbulharjo,1300000000,5,130,90,"Umbulharjo, Yogyakarta, Indonesia, Umbulharjo, Yogyakarta",5,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,penginapan,non premium,-7.8143777,110.3873737
Jetis,610000000,2,36,90,"Jetis, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7815139,110.3646692
Kotagede,450000000,2,42,93,"Kotagede, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Wirobrajan,960000000,3,85,75,"Jalan Pakuncen, Yogyakarta 55253, Indonesia, Wirobrajan, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Kotagede,690000000,2,40,111,"Jalan Gedong Kuning, Yogyakarta, Indonesia, Kotagede, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Kotagede,325000000,3,100,60,"Kotagede, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Mantrijeron,750000000,3,96,77,"Mantrijeron, Yogyakarta",3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81806785,110.3597226
Wirobrajan,303000000,2,36,71,"Jl. Wates Km 14, Sentolo, Kulon Progo, Yogyakarta, Wirobrajan, Yogyakarta",1,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Kotagede,790000000,3,50,111,"Jalan Gedong Kuning, Yogyakarta, Indonesia, Kotagede, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Jetis,4199900000,10,345,185,"Jetis, Yogyakarta",9,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,kost,non premium,-7.7815139,110.3646692
Yogyakarta,567000000,2,36,98,Yogyakarta,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7893073,110.3633321
Yogyakarta,1700000000,3,74,65,Yogyakarta,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,residence,non premium,-7.7893073,110.3633321
Yogyakarta,925000000,4,139,91,Yogyakarta,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7893073,110.3633321
Kotagede,690000000,2,40,111,"Rejowinangun Kel., Kotagede, Yogyakarta, Indonesia, Kotagede, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Yogyakarta,275000000,2,36,70,Yogyakarta,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,perumahan biasa,non premium,-7.7893073,110.3633321
Yogyakarta,800000000,2,60,165,Yogyakarta,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7893073,110.3633321
Yogyakarta,888000000,3,70,84,Yogyakarta,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7893073,110.3633321
Yogyakarta,1600000000,3,74,65,Yogyakarta,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,premium,-7.7893073,110.3633321
Yogyakarta,340000000,2,36,60,Yogyakarta,1,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7893073,110.3633321
Tegalrejo,2900000000,7,263,325,"Tegalrejo, Yogyakarta",5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,penginapan,premium,-7.78045495,110.355073
Yogyakarta,1589000000,3,155,92,Yogyakarta,3,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7893073,110.3633321
Kotagede,798000000,3,50,111,"Jalan Rejowinangun, Yogyakarta 55171, Indonesia, Kotagede, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Kotagede,690000020,2,40,111,"Jalan Gedong Kuning, Yogyakarta, Indonesia, Kotagede, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Yogyakarta,2800000000,11,350,350,"Daerah Istimewa Yogyakarta, Indonesia, Yogyakarta",7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7893073,110.3633321
Yogyakarta,411000000,2,36,85,Yogyakarta,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7893073,110.3633321
Yogyakarta,450000000,2,42,93,Yogyakarta,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7893073,110.3633321
Yogyakarta,610000000,2,36,90,Yogyakarta,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7893073,110.3633321
Yogyakarta,425000000,2,36,80,Yogyakarta,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7893073,110.3633321
Umbulharjo,287000000,2,38,69,"Argosari Kel., Sedayu, Bantul, Indonesia, Umbulharjo, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Kotagede,388000000,2,45,71,"Argosari Kel., Sedayu, Bantul, Indonesia, Kotagede, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Mergangsan,502000000,3,55,70,"Argosari Kel., Sedayu, Bantul, Indonesia, Mergangsan, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8147344,110.372558
Mantrijeron,617000000,3,75,71,"Argosari Kel., Sedayu, Bantul, Indonesia, Mantrijeron, Yogyakarta",3,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81806785,110.3597226
Kotagede,699000000,3,75,125,"Kotagede, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Yogyakarta,575000000,2,35,81,Yogyakarta,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7893073,110.3633321
Tegalrejo,1000000000,4,140,95,"Tegalrejo, Yogyakarta, Yogyakarta, Tegalrejo, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.78045495,110.355073
Umbulharjo,895000000,3,76,98,"Jalan Ring Road Selatan, Yogyakarta 55163, Indonesia, Umbulharjo, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Yogyakarta,6000000000,7,540,405,Yogyakarta,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7893073,110.3633321
Yogyakarta,1300000000,4,110,103,Yogyakarta,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,kost,non premium,-7.7893073,110.3633321
Yogyakarta,300000000,2,36,90,Yogyakarta,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7893073,110.3633321
Yogyakarta,400000000,2,36,106,Yogyakarta,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7893073,110.3633321
Yogyakarta,370000000,2,36,95,Yogyakarta,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7893073,110.3633321
Yogyakarta,430000000,2,36,105,Yogyakarta,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7893073,110.3633321
Mergangsan,790000000,3,50,111,"Jalan Gedong Kuning, Yogyakarta, Indonesia, Mergangsan, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8147344,110.372558
Umbulharjo,798000000,3,50,111,"Jalan Gedong Kuning, Yogyakarta, Indonesia, Umbulharjo, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Mantrijeron,1350000000,3,65,90,"Mantrijeron, Yogyakarta",3,Y,N,Y,N,N,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,perumahan biasa,non premium,-7.81806785,110.3597226
Kotagede,790000000,3,50,111,"Jalan Gedong Kuning, Yogyakarta, Indonesia, Kotagede, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Gedong Tengen,1800000000,2,62,86,"Pringgokusuman Kel., Gedong Tengen, Yogyakarta, Indonesia, Gedong Tengen, Yogyakarta",1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.79111725,110.3577253
Umbulharjo,1500000000,3,130,72,"Jalan Kusumanegara, Yogyakarta, Indonesia, Umbulharjo, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Kotagede,798000000,2,50,111,"Jalan Gedong Kuning, Yogyakarta, Indonesia, Kotagede, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Tegalrejo,2900000000,7,250,325,"Tegalrejo, Yogyakarta",5,N,N,Y,N,N,Y,N,N,N,N,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.78045495,110.355073
